  0.222    1    Kelly Buchberger    
  0.140    1    Craig MacTavish     
  0.117    1    Martin Gelinas      
  0.137    1    David Maley         
  0.049    0    Brian Glynn         
  0.024    0    Luke Richardson     
  0.033    0    Geoff Smith         
  0.151    1    John Cullen         
  0.178    1    Murray Craven       
  0.135    1    Pat Verbeek         
  0.087    0    Zarley Zalapski     
  0.121    1    Mikael Andersson    
  0.101    1    Bobby Holik         
  0.111    1    Andrew Cassels      
  0.133    1    Geoff Sanderson     
  0.032    0    Steve Konroyd       
  0.030    0    Brad Shaw           
  0.101    0    Adam Burt           
  0.073    0    Marc Bergevin       
  0.109    1    Mark Hunter         
  0.017    0    Randy Ladouceur     
  0.147    1    Jim McKenzie        
  0.144    1    Wayne Gretzky       
  0.183    1    Luc Robitaille      
  0.047    0    Paul Coffey         
  0.175    1    Tony Granato        
  0.138    1    Jari Kurri          
  0.147    1    Mike Donnelly       
  0.142    1    Bob Kudelski        
  0.123    1    Dave Taylor         
  0.059    0    Marty McSorley      
  0.125    1    John McIntyre       
  0.095    0    Peter Ahola         
  0.125    1    Jay Miller          
  0.129    1    Mike Modano         
  0.118    1    Brian Bellows       
  0.135    1    Dave Gagner         
  0.167    1    Ulf Dahlen          
  0.119    1    Todd Elik           
  0.070    1    Bobby Smith         
  0.067    1    Neal Broten         
  0.110    1    Mike Craig          
  0.043    0    Mark Tinordi        
  0.075    1    Gaetan Duchesne     
  0.047    0    Jim Johnson         
  0.016    0    Chris Dahlquist     
  0.039    0    Craig Ludwig        
  0.188    1    Kirk Muller         
  0.161    1    Denis Savard        
  0.152    1    Stephan Lebeau      
  0.103    1    Shayne Corson       
  0.158    1    Brent Gilchrist     
  0.095    1    Mike Keane          
  0.150    1    Guy Carbonneau      
  0.043    0    Eric Desjardins     
  0.041    0    Matt Schneider      
  0.110    1    Mike McPhee         
  0.094    0    Kevin Haller        
  0.037    0    J.J. Daigneault     
  0.035    0    Sylvain Lefbvre     
  0.023    0    Lyle Odelein        
  0.139    1    Claude Lemieux      
  0.121    1    Stephane Richer     
  0.160    1    Kevin Todd          
  0.169    1    Peter Stastny       
  0.109    0    Scott Stevens       
  0.216    1    Claude Vigrain      
  0.034    0    Bruce Driver        
  0.112    0    Alexei Kasatanov    
  0.133    1    Tom Chorske         
  0.153    1    Randy McKay         
  0.072    0    Eric Weinrich       
  0.079    1    Doug Brown          
  0.090    1    Laurie Boschman     
  0.043    0    Vlacheslav Fetisov  
  0.018    0    Ken Daneyko         
  0.193    1    Pierre Turgeon      
  0.260    1    Ray Ferraro         
  0.212    1    Derek King          
  0.122    1    Steve Thomas        
  0.201    1    Benoit Hogue        
  0.108    1    Dave Volek          
  0.068    0    Tom Kurvers         
  0.063    0    Uwe Krupp           
  0.150    1    Adam Creighton      
  0.107    1    Daniel Marois       
  0.069    1    Claude Loiselle     
  0.037    0    Richard Pilon       
  0.165    1    Mark Messier        
  0.090    0    Brian Leetch        
  0.140    1    Mike Gartner        
  0.095    0    James Patrick       
  0.150    1    Tony Amonte         
  0.114    1    Adam Graves         
  0.242    1    Sergei Nemchinov    
  0.139    1    Darren Turcotte     
  0.135    1    Paul Broten         
  0.101    1    Randy Gilhen        
  0.103    1    Kris King           
  0.021    0    Jeff Beukeboom      
  0.052    0    Joe Cirella         
  0.205    1    Mark Recchi         
  0.163    1    Rod Brind'Amour     
  0.133    1    Kevin Dineen        
  0.134    1    Mike Ricci          
  0.079    0    Steve Duchesne      
  0.026    0    Brian Benning       
  0.109    1    Dan Quinn           
  0.114    0    Kerry Huffman       
  0.040    0    Gary Galley         
  0.057    0    Terry Carkner       
  0.080    1    Dave Brown          
  0.177    1    Mario Lemieux       
  0.166    1    Kevin Stevens       
  0.186    1    Joe Mullen          
  0.102    0    Larry Murphy        
  0.165    1    Jaromir Jagr        
  0.163    1    Rick Tocchet        
  0.174    1    Ron Francis         
  0.156    1    Bob Errey           
  0.108    1    Bryan Trottier      
  0.106    1    Troy Loney          
  0.069    0    Gordie Roberts      
  0.055    0    Kjell Samuelsson    
  0.013    0    Ulf Samuelsson      
  0.134    1    Joe Sakic           
  0.143    1    Mats Sundin         
  0.221    1    Owen Nolan          
  0.209    1    Greg Paslawski      
  0.174    1    Mike Hough          
  0.058    0    Mikhail Tatarinov   
  0.137    1    Claude Lapointe     
  0.090    1    Gino Cavallini      
  0.076    0    Alexei Gusarov      
  0.076    1    Herb Raglan         
  0.028    0    Craig Wolanin       
  0.063    0    Steven Finn         
  0.172    1    Brett Hull          
  0.142    1    Craig Janney        
  0.153    1    Brendan Shanahan    
  0.161    1    Nelson Emerson      
  0.093    0    Jeff Brown          
  0.179    1    Ron Sutter          
  0.141    1    Dave Christian      
  0.061    0    Paul Cavallini      
  0.069    1    Bob Bassen          
  0.120    1    Ron Wilson          
  0.080    1    Rich Sutter         
  0.082    1    Dave Lowry          
  0.100    0    Garth Butcher       
  0.056    0    Stephane Quintal    
  0.063    0    Rick Zombo          
  0.055    0    Murray Baron        
  0.138    1    Pat Falloon         
  0.107    1    Brian Mullen        
  0.161    1    David Bruce         
  0.125    1    Dean Evason         
  0.107    1    Perry Berezan       
  0.111    1    Mike Sullivan       
  0.042    0    Neil Wilkinson      
  0.032    1    Dave Snuggerud      
  0.115    1    Paul Fenton         
  0.109    1    Jeff Odgers         
  0.014    0    Rob Zettler         
  0.155    1    Doug Gilmour        
  0.128    1    Glenn Anderson      
  0.080    0    Dave Ellett         
  0.128    1    Peter Zezel         
  0.039    0    Jamie Macoun        
  0.100    1    Mike Bullard        
  0.110    1    Dave McLlwain       
  0.090    1    Mike Krushelnyski   
  0.026    0    Bob Rouse           
  0.024    0    Todd Gill           
  0.154    1    Trevor Linden       
  0.111    1    Cliff Ronning       
  0.216    1    Igor Larionov       
  0.127    1    Pavel Bure          
  0.163    1    Greg Adams          
  0.082    1    Geoff Courtnall     
  0.113    0    Jyrki Lumme         
  0.131    1    Jim Sandlak         
  0.152    1    Peter Nedved        
  0.067    0    Doug Lidster        
  0.034    0    Dave Babych         
  0.047    0    Gerald Diduck       
  0.086    1    Garry Valk          
  0.082    1    Ryan Walter         
  0.030    0    Dana Murzyn         
  0.059    1    Gino Odjick         
  0.045    0    Robert Dirk         
  0.130    1    Michal Pivonka      
  0.255    1    Dale Hunter         
  0.136    1    Dino Ciccarelli     
  0.191    1    Dimitri Khristich   
  0.236    1    Mike Ridley         
  0.176    1    Randy Burridge      
  0.177    1    Peter Bondra        
  0.118    0    Calle Johansson     
  0.069    0    Kevin Hatcher       
  0.097    1    Kelly Miller        
  0.113    0    Al Iafrate          
  0.073    0    Sylvain Cote        
  0.147    1    John Druce          
  0.102    1    Todd Krygier        
  0.130    1    Paul MacDermid      
  0.140    1    Alan May            
  0.143    1    Nick Kypreos        
  0.098    0    Phil Housley        
  0.131    1    Ed Olczyk           
  0.088    0    Fredrik Olausson    
  0.197    1    Pat Elynuik         
  0.109    1    Troy Murray         
  0.140    1    Darrin Shannon      
  0.035    0    Teppo Numminen      
  0.100    1    Lucien DeBlois      
  0.117    1    Mike Eagles         
  0.095    0    Mike Lalor          
  0.012    0    Randy Carlyle       
  0.045    1    Mike Hartman        
